City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,coos bay,43.3665,-124.2179,7.86,93,75,2.06,US,1677961421
272,beterou,9.1992,2.2586,30.73,45,73,1.96,BJ,1677961726
273,chara,56.9064,118.2631,-10.96,78,52,1.7,RU,1677961727
274,naze,28.3667,129.4833,11.51,63,0,5.21,JP,1677961729
275,saint-augustin,51.226,-58.6502,-7.89,76,100,3.32,CA,1677961730
276,the valley,18.217,-63.0578,27.92,74,40,6.17,AI,1677961733
277,porto recanati,43.4365,13.6613,8.5,56,0,3.01,IT,1677961733
278,nabire,-3.3667,135.4833,22.87,93,54,1.61,ID,1677961508
279,cururupu,-1.8283,-44.8683,25.67,92,100,1.85,BR,1677961735
280,rawson,-43.3002,-65.1023,26.51,18,35,5.61,AR,1677961736
281,sinnai,39.3042,9.2036,9.71,81,20,2.06,IT,1677961736
282,palauig,15.435,119.9045,23.53,74,9,1.15,PH,1677961737
283,matagami,49.7502,-77.6328,3.06,25,20,3.09,CA,1677961738
284,tandur,17.2333,77.5833,24.65,31,1,3.51,IN,1677961738
285,hobbs,32.7026,-103.136,19.48,17,0,3.09,US,1677961620
286,barrie,44.4001,-79.6663,3.9,52,87,3.6,CA,1677961740
287,codrington,-38.2667,141.9667,12.51,91,11,2.72,AU,1677961740
288,taoudenni,22.6783,-3.9836,27.18,12,21,3.97,ML,1677961741
289,fenoarivo atsinanana,-17.3667,49.4167,25.46,81,100,2.87,MG,1677961743
290,harper,4.375,-7.7169,26.97,83,3,2.67,LR,1677961744
291,amot,59.5714,7.9877,-11.07,90,18,2.75,NO,1677961745
292,cap-aux-meules,47.3821,-61.8597,-4.97,68,75,6.17,CA,1677961662
293,okhotsk,59.3833,143.3,-23.61,99,100,2.24,RU,1677961626
294,kirakira,-10.4544,161.9205,26.54,80,100,5.31,SB,1677961747
295,qaqortoq,60.7167,-46.0333,-0.09,98,83,2.81,GL,1677961748
296,jalostotitlan,21.2,-102.4667,27.72,10,95,5.47,MX,1677961749
297,ilulissat,69.2167,-51.1,4.01,60,40,1.54,GL,1677961693
298,saint-georges,12.0564,-61.7485,27.82,69,20,9.26,GD,1677961682
299,tiarei,-17.5333,-149.3333,28.01,81,100,3.98,PF,1677961751
300,kamenka,51.3223,42.7678,-1.13,87,100,7.12,RU,1677961661
301,port augusta,-32.5,137.7667,19.59,63,3,1.42,AU,1677961753
302,muskogee,35.5834,-95.3336,18.34,50,0,4.63,US,1677961731
303,muisne,0.6,-80.0333,25.52,87,96,1.78,EC,1677961754
304,satun,6.8333,100.0,22.0,77,71,2.98,TH,1677961755
305,jumla,29.2747,82.1838,4.83,71,1,1.97,NP,1677961756
306,melilla,35.2937,-2.9383,14.21,62,0,1.54,ES,1677961757
307,shache,38.4167,77.2406,8.81,35,100,2.09,CN,1677961759
308,kompaniyivka,48.2511,32.208,4.24,65,20,4.89,UA,1677961759
309,norman wells,65.282,-126.8329,-24.98,70,40,7.2,CA,1677961738
310,buala,-8.145,159.5921,25.82,82,100,3.49,SB,1677961762
311,saint anthony,45.0205,-93.218,3.41,65,40,5.14,US,1677961762
312,itarema,-2.9248,-39.9167,27.47,79,99,5.63,BR,1677961763
313,ambon,-3.6954,128.1814,25.13,15,40,1.03,ID,1677961764
314,paamiut,61.994,-49.6678,3.01,81,86,8.97,GL,1677961765
315,raisen,23.3333,77.8,23.94,25,51,1.31,IN,1677961765
316,tres arroyos,-38.3739,-60.2798,26.58,17,7,5.56,AR,1677961571
317,suwannaphum,15.6035,103.8021,22.14,68,4,5.71,TH,1677961767
318,mecca,21.4267,39.8261,28.13,49,98,1.13,SA,1677961767
319,anadyr,64.75,177.4833,-17.72,78,75,3.0,RU,1677961479
320,la ronge,55.1001,-105.2842,-11.86,52,75,5.66,CA,1677961769
321,victoria,22.2855,114.1577,18.03,75,0,3.58,HK,1677961670
322,puerto escondido,15.85,-97.0667,29.46,65,0,5.14,MX,1677961771
323,ust-nera,64.5667,143.2,-27.08,99,100,1.82,RU,1677961772
324,leh,34.1667,77.5833,-11.99,86,86,0.39,IN,1677961773
325,maymyo,22.0333,96.4667,17.1,27,0,1.09,MM,1677961774
326,gorom-gorom,14.4439,-0.2361,31.19,9,3,3.85,BF,1677961774
327,giyani,-23.3025,30.7187,22.99,74,1,2.17,ZA,1677961776
328,taltal,-25.4,-70.4833,23.09,72,49,2.78,CL,1677961777
329,bakel,14.905,-12.4568,31.9,10,40,1.89,SN,1677961778
330,lasa,46.6166,10.7002,2.61,85,21,2.73,IT,1677961779
331,grindavik,63.8424,-22.4338,4.97,100,75,2.06,IS,1677961538
332,xuanhua,40.6103,115.0447,4.2,29,0,0.62,CN,1677961780
333,san andres,12.5847,-81.7006,30.01,66,20,6.17,CO,1677961781
334,pemangkat,1.1667,108.9667,23.74,92,100,6.56,ID,1677961782
335,husavik,66.0449,-17.3389,1.1,89,100,3.19,IS,1677961782
336,coihaique,-45.5752,-72.0662,11.34,87,100,1.03,CL,1677961783
337,middle island,40.8843,-72.9373,7.38,77,100,5.14,US,1677961784
338,lagoa,39.05,-27.9833,14.43,69,100,7.37,PT,1677961257
339,bathsheba,13.2167,-59.5167,28.34,65,40,8.23,BB,1677961785
340,koumac,-20.5667,164.2833,25.77,82,0,2.44,NC,1677961786
341,san patricio,28.017,-97.5169,28.4,33,0,5.21,US,1677961787
342,marsa matruh,31.3525,27.2453,17.11,100,0,5.14,EG,1677961493
343,kasungu,-13.0333,33.4833,18.72,94,98,0.86,MW,1677961788
344,kidal,18.4411,1.4078,28.54,8,90,4.71,ML,1677961570
345,kruisfontein,-34.0033,24.7314,21.6,88,0,1.74,ZA,1677961789
346,jhelum,32.9331,73.7264,17.66,45,47,1.2,PK,1677961789
347,patos de minas,-18.5789,-46.5181,28.46,55,3,0.74,BR,1677961790
348,aykhal,66.0,111.5,-19.0,97,100,7.73,RU,1677961792
349,lavrentiya,65.5833,-171.0,-13.55,95,100,4.84,RU,1677961792
350,sciacca,37.5082,13.0881,10.26,85,100,4.24,IT,1677961793
351,chimbote,-9.0853,-78.5783,26.06,69,70,4.79,PE,1677961794
352,shelburne,44.0787,-80.2041,2.44,98,96,4.65,CA,1677961419
353,denpasar,-8.65,115.2167,26.81,88,40,4.12,ID,1677961317
354,abu samrah,35.3029,37.1841,12.51,61,0,3.01,SY,1677961795
355,lake charles,30.2131,-93.2044,24.44,40,0,2.57,US,1677961796
356,kropotkin,45.4375,40.5756,6.23,81,96,8.03,RU,1677961796
357,kattivakkam,13.2167,80.3167,26.05,75,3,2.28,IN,1677961797
358,meulaboh,4.1363,96.1285,23.89,88,79,2.09,ID,1677961798
359,severo-kurilsk,50.6789,156.125,-6.48,72,99,8.96,RU,1677961799
360,vao,-22.6667,167.4833,24.87,78,63,8.45,NC,1677961800
361,mabua,9.8089,125.4422,24.6,85,8,1.04,PH,1677961800
362,bilma,18.6853,12.9164,29.57,11,0,2.86,NE,1677961805
363,nantucket,41.2835,-70.0995,4.08,93,100,13.89,US,1677961806
364,sijunjung,-0.6876,100.9537,20.87,99,95,0.43,ID,1677961807
365,deputatskiy,69.3,139.9,-31.84,99,100,1.36,RU,1677961807
366,umm kaddadah,13.6017,26.6876,23.15,10,5,5.56,SD,1677961808
367,ust-kulom,61.6864,53.6902,-19.43,100,85,1.59,RU,1677961809
368,iskateley,67.6803,53.1512,-17.96,99,91,4.22,RU,1677961809
369,san cataldo,37.4841,13.9854,6.04,90,100,0.45,IT,1677961601
370,pisco,-13.7,-76.2167,26.03,65,0,3.09,PE,1677961810
371,turukhansk,65.8167,87.9833,-19.87,98,100,4.77,RU,1677961811
372,kangaatsiaq,68.3065,-53.4641,-9.91,94,23,0.37,GL,1677961812
373,jining,35.405,116.5814,8.33,61,0,2.47,CN,1677961813
374,port lincoln,-34.7333,135.8667,19.06,65,49,3.84,AU,1677961814
375,saint-pierre,-21.3393,55.4781,24.82,88,100,1.03,RE,1677961693
376,pitimbu,-7.4706,-34.8086,29.33,72,94,4.76,BR,1677961816
377,sao miguel do araguaia,-13.275,-50.1628,26.85,79,61,1.81,BR,1677961816
378,alihe,50.5667,123.7167,-3.73,78,99,2.08,CN,1677961817
379,muros,42.7762,-9.0603,10.05,73,0,1.91,ES,1677961818
380,swadlincote,52.774,-1.5574,4.28,72,75,3.09,GB,1677961818
381,chitrakonda,18.1167,82.0833,19.67,44,0,1.35,IN,1677961819
382,carauari,-4.8828,-66.8958,27.76,89,95,1.31,BR,1677961820
383,batesville,35.7698,-91.641,17.27,53,75,2.06,US,1677961820
384,yatou,37.15,122.3833,4.29,76,100,2.76,CN,1677961821
385,tazovskiy,67.4667,78.7,-28.77,100,95,3.25,RU,1677961729
386,san felipe,10.3399,-68.7425,25.48,77,90,4.04,VE,1677961822
387,pierre,44.3683,-100.351,8.25,52,0,5.14,US,1677961822
388,riyadh,24.6877,46.7219,23.08,22,0,4.57,SA,1677961428
389,cotonou,6.3654,2.4183,27.87,80,94,3.91,BJ,1677961823
390,sisimiut,66.9395,-53.6735,-4.27,86,6,2.12,GL,1677961824
391,salalah,17.0151,54.0924,25.05,73,0,2.06,OM,1677961825
392,andenes,69.3143,16.1194,-0.88,81,100,16.43,NO,1677961826
393,tiznit,29.5833,-9.5,14.22,85,100,1.6,MA,1677961712
394,umm lajj,25.0213,37.2685,26.29,43,68,2.95,SA,1677961827
395,beroroha,-21.6667,45.1667,22.28,91,100,4.42,MG,1677961827
396,houston,29.7633,-95.3633,28.49,35,0,2.57,US,1677961508
397,coihueco,-36.6167,-71.8333,32.41,11,0,5.66,CL,1677961828
398,landeck,47.1301,10.5636,-0.43,91,80,0.85,AT,1677961829
399,patrocinio,-18.9439,-46.9925,24.18,69,69,0.57,BR,1677961830
400,narrabri,-30.3167,149.7833,15.85,79,3,1.33,AU,1677961830
401,lompoc,34.6391,-120.4579,13.21,69,100,4.63,US,1677961729
402,vestmannaeyjar,63.4427,-20.2734,4.67,82,99,5.32,IS,1677961831
403,seoul,37.5683,126.9778,-0.22,93,20,1.03,KR,1677961600
404,zeya,53.75,127.2667,-6.43,100,100,1.27,RU,1677961832
405,natal,-5.795,-35.2094,29.36,61,0,6.69,BR,1677961833
406,shyryayeve,47.3805,30.1964,5.46,61,9,3.22,UA,1677961834
407,amahai,-3.3333,128.9167,25.71,83,100,2.34,ID,1677961835
408,verkhnyaya inta,65.9811,60.3094,-26.5,97,22,1.62,RU,1677961835
409,anito,12.4497,125.2886,24.08,90,62,4.41,PH,1677961836
410,atambua,-9.1061,124.8925,22.17,91,96,0.63,ID,1677961836
411,shingu,33.7333,135.9833,7.23,59,100,1.98,JP,1677961838
412,snasa,64.2457,12.3778,-0.33,95,100,6.83,NO,1677961838
413,bilibino,68.0546,166.4372,-25.05,98,100,0.4,RU,1677961736
414,hirara,24.8,125.2833,18.93,58,86,7.52,JP,1677961839
415,waingapu,-9.6567,120.2641,24.46,86,98,2.74,ID,1677961840
416,ngunguru,-35.6167,174.5,19.04,74,3,5.82,NZ,1677961841
417,college,64.8569,-147.8028,-19.0,71,0,1.54,US,1677961842
418,yarim,14.298,44.3779,13.32,49,73,1.67,YE,1677961842
419,tiksi,71.6872,128.8694,-18.38,100,100,0.77,RU,1677961843
420,birin,26.8865,88.0718,12.65,59,0,2.35,NP,1677961843
421,camabatela,-8.1881,15.375,18.58,94,100,0.46,AO,1677961844
422,brewster,41.3973,-73.6171,6.77,84,100,4.12,US,1677961845
423,maniitsoq,65.4167,-52.9,-0.29,81,7,2.64,GL,1677961846
424,isangel,-19.55,169.2667,27.05,82,50,2.76,VU,1677961846
425,male,4.1748,73.5089,27.97,83,40,6.69,MV,1677961847
426,nyurba,63.2842,118.3319,-11.24,90,100,4.46,RU,1677961848
427,rapid city,44.0805,-103.231,6.73,46,0,4.92,US,1677961283
428,ranfurly,-45.1333,170.1,7.84,97,100,1.07,NZ,1677961849
429,gao,16.6362,1.637,28.45,10,56,4.33,ML,1677961849
430,chechat,24.7667,75.8833,23.06,34,6,1.85,IN,1677961850
431,hamada,34.8833,132.0833,5.3,70,94,3.74,JP,1677961850
432,iqaluit,63.7506,-68.5145,-3.15,73,100,2.06,CA,1677961812
433,palmer,42.1584,-72.3287,4.32,72,100,8.23,US,1677961851
434,tobol,52.6844,62.5794,-4.31,94,100,5.42,KZ,1677961852
435,ballitoville,-29.539,31.2144,25.08,78,75,3.6,ZA,1677961853
436,awbari,26.5921,12.7805,17.77,29,9,3.58,LY,1677961854
437,katsuura,35.1333,140.3,10.79,69,100,7.83,JP,1677961854
438,owensboro,37.7742,-87.1133,15.12,47,0,2.57,US,1677961710
439,camacha,33.0833,-16.3333,15.68,88,75,3.09,PT,1677961856
440,elesbao veloso,-6.2019,-42.1403,22.63,95,100,2.25,BR,1677961856
441,rafaela,-31.2503,-61.4867,36.1,25,5,1.34,AR,1677961857
442,nelson,-41.2833,173.2833,16.83,74,100,1.34,NZ,1677961858
443,port blair,11.6667,92.75,27.02,83,40,1.03,IN,1677961858
444,la baule-escoublac,47.2922,-2.364,4.34,77,0,3.6,FR,1677961859
445,gouyave,12.1646,-61.7296,27.43,69,20,9.26,GD,1677961859
446,fukuma,33.7667,130.4667,5.16,71,0,4.54,JP,1677961860
447,sorland,67.667,12.6934,1.92,76,100,19.21,NO,1677961861
448,evensk,61.95,159.2333,-31.09,97,100,2.87,RU,1677961861
449,sheltozero,61.3667,35.3667,-5.36,97,99,3.25,RU,1677961862
450,high level,58.5169,-117.136,-17.94,60,75,4.63,CA,1677961832
451,bachaquero,9.9694,-71.1494,30.72,60,10,3.65,VE,1677961864
452,kieta,-6.2167,155.6333,25.26,87,98,3.77,PG,1677961865
453,huron,41.1501,-82.5499,9.82,65,8,4.77,US,1677961866
454,hrebinka,50.1171,32.4361,0.9,71,51,8.6,UA,1677961867
455,presidencia roque saenz pena,-26.7852,-60.4388,34.78,34,3,2.25,AR,1677961868
456,xuddur,4.1213,43.8894,23.57,71,14,7.96,SO,1677961869
457,erzin,36.9559,36.2,12.16,82,90,1.54,TR,1677961870
458,solnechnyy,50.7214,136.6319,-7.93,91,83,2.55,RU,1677961871
459,nhulunbuy,-12.2333,136.7667,24.34,94,100,5.66,AU,1677961872
460,fuerte olimpo,-21.0415,-57.8738,29.87,68,99,2.0,PY,1677961873
461,novovarshavka,54.1721,74.6946,-7.92,94,100,3.95,RU,1677961873
462,chokurdakh,70.6333,147.9167,-37.54,96,17,2.72,RU,1677961874
463,sawtell,-30.3833,153.1,17.88,88,0,0.51,AU,1677961875
464,teruel,40.6667,-0.6667,-0.52,67,0,0.2,ES,1677961876
465,taksimo,56.3444,114.8794,-13.16,89,70,1.3,RU,1677961877
466,hobyo,5.3505,48.5268,25.54,78,63,7.69,SO,1677961879
467,seddon,-37.8068,144.8916,21.53,79,0,8.23,AU,1677961879
468,mezen,65.8522,44.24,-22.07,100,99,1.11,RU,1677961880
469,otane,-39.8833,176.6333,17.23,87,100,1.88,NZ,1677961881
470,escalerillas,22.1333,-101.0667,25.93,6,20,2.57,MX,1677961883
471,baiyin,36.5583,104.2081,3.47,31,0,1.42,CN,1677961883
472,turayf,31.6725,38.6637,14.14,24,0,2.06,SA,1677961884
473,zyryanka,65.75,150.85,-41.67,99,45,0.76,RU,1677961885
474,weymouth,42.2209,-70.9398,2.94,88,100,9.26,US,1677961886
475,mpwapwa,-6.35,36.4833,18.54,95,100,1.48,TZ,1677961887
476,port victoria,0.0939,33.9756,23.55,69,93,4.62,KE,1677961888
477,whitehorse,60.7161,-135.0538,-13.83,65,75,5.66,CA,1677961802
478,kyshtovka,56.555,76.6271,-9.12,96,99,3.83,RU,1677961889
479,witu,-2.3889,40.4382,26.09,85,66,4.07,KE,1677961889
480,sumbawanga,-7.9667,31.6167,17.89,88,75,0.0,TZ,1677961890
481,biu,10.6129,12.1946,29.19,15,18,2.15,NG,1677961891
482,yabrud,33.9674,36.6574,9.69,38,1,1.79,SY,1677961892
483,bairiki,1.3292,172.9752,28.0,83,40,1.54,KI,1677961893
484,amapa,1.0,-52.0,24.54,96,70,1.75,BR,1677961894
485,misratah,32.3754,15.0925,15.9,42,99,4.31,LY,1677961895
486,dumai,1.6833,101.45,21.15,97,83,0.45,ID,1677961896
487,boshnyakovo,49.6333,142.1667,-7.6,82,97,3.45,RU,1677961896
488,pochutla,15.7432,-96.4661,31.57,42,2,4.76,MX,1677961897
489,yubileynyy,58.781,57.7778,-5.0,98,100,1.63,RU,1677961898
490,oistins,13.0667,-59.5333,28.05,65,40,8.23,BB,1677961899
491,marawi,7.9986,124.2928,18.88,95,52,0.73,PH,1677961724
492,dunedin,-45.8742,170.5036,12.11,95,96,0.45,NZ,1677961807
493,berlevag,70.8578,29.0864,-2.03,80,100,15.43,NO,1677961675
494,zvishavane,-20.3267,30.0665,18.41,86,2,1.34,ZW,1677961902
495,hovd,48.0056,91.6419,-4.52,40,100,4.74,MN,1677961903
496,artyshta,54.1222,86.2909,-9.16,90,100,4.06,RU,1677961904
497,nha trang,12.25,109.1833,23.0,85,100,4.21,VN,1677961282
498,gazanjyk,39.2446,55.5154,14.07,52,92,2.49,TM,1677961905
499,dongsheng,39.8161,109.9776,1.47,28,3,4.2,CN,1677961906
500,bubaque,11.2833,-15.8333,24.22,66,64,5.75,GW,1677961906
501,avera,33.194,-82.5271,24.75,37,1,5.0,US,1677961731
502,zunyi,27.6867,106.9072,11.9,64,98,1.45,CN,1677961907
503,bac lieu,9.285,105.7244,24.06,76,95,8.32,VN,1677961908
504,champerico,14.3,-91.9167,36.3,63,4,6.55,GT,1677961909
505,najran,17.4924,44.1277,23.36,28,94,2.96,SA,1677961909
506,mareeba,-17.0,145.4333,21.4,95,94,1.05,AU,1677961910
507,voyvozh,62.892,54.9635,-23.97,100,85,1.92,RU,1677961911
508,hofn,64.2539,-15.2082,2.8,77,100,2.68,IS,1677961911
509,buchanan,5.8808,-10.0467,26.93,86,3,3.45,LR,1677961847
510,cervo,43.6702,-7.4101,8.87,81,9,6.16,ES,1677961913
511,cedar lake,41.3648,-87.4411,8.25,62,100,4.12,US,1677961913
512,la asuncion,11.0333,-63.8628,28.85,65,7,9.26,VE,1677961914
513,banjar,-8.19,114.9675,24.39,91,100,2.18,ID,1677961914
514,jiangyou,31.7667,104.7167,11.61,67,48,1.47,CN,1677961915
515,lastoursville,-0.8143,12.7287,25.37,76,98,0.77,GA,1677961916
516,farah,32.5,62.5,16.72,35,57,2.25,AF,1677961916
517,belz,47.6751,-3.168,6.72,74,2,1.34,FR,1677961917
518,luganville,-15.5333,167.1667,26.88,82,90,1.6,VU,1677961918
519,kilindoni,-7.9139,39.6668,27.55,74,81,7.71,TZ,1677961919
520,richards bay,-28.783,32.0377,22.32,89,16,2.66,ZA,1677961919
521,belaya rechka,43.4381,43.535,2.24,81,40,1.0,RU,1677961920
522,arantangi,10.1667,78.9833,23.51,85,44,3.32,IN,1677961921
523,jinka,5.65,36.65,23.18,40,71,1.67,ET,1677961921
524,klaksvik,62.2266,-6.589,2.51,90,100,5.68,FO,1677961922
525,faanui,-16.4833,-151.75,27.92,71,100,4.63,PF,1677961924
526,oranjemund,-28.55,16.4333,17.91,82,0,1.89,NA,1677961925
527,kargil,34.5667,76.1,-11.41,95,99,1.25,IN,1677961926
528,nurota,40.5614,65.6886,16.91,31,100,10.11,UZ,1677961927
529,henties bay,-22.116,14.2845,17.93,79,0,3.35,NA,1677961928
530,colmenar viejo,40.6591,-3.7676,8.2,62,0,1.01,ES,1677961800
531,san luis,-33.295,-66.3356,33.98,20,28,2.66,AR,1677961929
532,faya,18.3851,42.4509,16.06,56,28,1.79,SA,1677961931
533,moindou,-21.6924,165.677,25.82,78,17,4.85,NC,1677961931
534,dawei,14.0833,98.2,21.08,62,6,2.53,MM,1677961932
535,tahta,26.7693,31.5021,26.33,10,2,2.32,EG,1677961933
536,norilsk,69.3535,88.2027,-24.77,98,100,1.77,RU,1677961933
537,marzuq,14.4,46.4667,18.66,68,1,2.47,YE,1677961935
538,mahebourg,-20.4081,57.7,27.92,89,75,0.0,MU,1677961550
539,zabaykalsk,49.6333,117.3167,-6.3,79,74,4.03,RU,1677961937
540,sept-iles,50.2001,-66.3821,-1.08,54,20,7.2,CA,1677961760
541,alenquer,-1.9417,-54.7383,25.51,91,63,2.53,BR,1677961938
542,urubicha,-15.3833,-62.95,31.16,58,100,0.53,BO,1677961939
543,arona,28.0996,-16.681,15.62,86,20,4.12,ES,1677961940
544,saldanha,-33.0117,17.9442,19.03,89,100,3.63,ZA,1677961941
545,pacific grove,36.6177,-121.9166,13.27,69,0,7.2,US,1677961774
